Date,Price,Open,High,Low,Vol.,Change %
6/16/2023,16761.2,16888.9,17186.6,16761.2,16.03M,0.00%
6/19/2023,16633.6,16761.2,16846.3,16633.6,8.09M,-0.76%
6/20/2023,16718.7,16676.2,16718.7,16548.5,6.31M,0.51%
6/21/2023,16888.9,16761.2,16888.9,16718.7,6.95M,1.02%
6/22/2023,16931.4,17101.6,17314.3,16931.4,17.03M,0.25%
6/23/2023,17186.6,17144.1,17271.7,17059,14.16M,1.51%
6/26/2023,17186.6,17186.6,17484.4,16973.9,12.17M,0.00%
6/27/2023,17101.6,17229.2,17271.7,17016.5,12.35M,-0.49%
6/28/2023,17612.1,17186.6,17697.1,17101.6,23.98M,2.99%
6/29/2023,17271.7,17612.1,17612.1,17271.7,16.10M,-1.93%
6/30/2023,17186.6,17271.7,17356.8,17144.1,7.69M,-0.49%
7/3/2023,17186.6,17271.7,17314.3,17101.6,11.26M,0.00%
7/4/2023,17314.3,17186.6,17314.3,17101.6,7.91M,0.74%
7/5/2023,17356.8,17441.9,17569.5,17271.7,14.95M,0.25%
7/6/2023,17186.6,17399.4,17484.4,17144.1,17.47M,-0.98%
7/7/2023,17399.4,17186.6,17399.4,17101.6,13.70M,1.24%
7/10/2023,17654.6,17527,17739.7,17484.4,19.31M,1.47%
7/11/2023,18037.5,17654.6,18037.5,17654.6,19.96M,2.17%
7/12/2023,17867.3,18037.5,18122.6,17782.2,15.08M,-0.94%
7/13/2023,17952.4,17909.8,18080,17782.2,20.63M,0.48%
7/14/2023,18248.1,18248.1,18345.9,18003.4,18.53M,1.65%
7/17/2023,18199.1,18345.9,18443.7,18101.3,11.01M,-0.27%
7/18/2023,18199.1,18199.1,18248.1,18052.4,7.52M,0.00%
7/19/2023,18003.4,18199.1,18297,18003.4,11.68M,-1.08%
7/20/2023,18052.4,18003.4,18101.3,17905.6,6.45M,0.27%
7/21/2023,18248.1,18150.2,18248.1,18003.4,8.39M,1.08%
7/24/2023,18345.9,18248.1,18345.9,18150.2,8.95M,0.54%
7/25/2023,18394.8,18345.9,18688.4,18297,9.54M,0.27%
7/26/2023,18345.9,18394.8,18443.7,18248.1,5.93M,-0.27%
7/27/2023,18199.1,18345.9,18394.8,18101.3,9.46M,-0.80%
7/28/2023,18297,18150.2,18297,18150.2,7.02M,0.54%
7/31/2023,18443.7,18443.7,18492.7,18297,9.98M,0.80%
8/1/2023,18443.7,18492.7,18933,18443.7,14.32M,0.00%
8/2/2023,18492.7,18443.7,18541.6,18345.9,6.16M,0.27%
8/3/2023,18443.7,18541.6,18688.4,18394.8,11.08M,-0.26%
8/4/2023,18590.5,18443.7,18737.3,18394.8,14.89M,0.80%
8/7/2023,18933,18737.3,18981.9,18639.4,15.21M,1.84%
8/8/2023,18786.2,19079.7,19079.7,18737.3,9.24M,-0.78%
8/9/2023,18737.3,18786.2,18835.1,18590.5,10.70M,-0.26%
8/10/2023,18492.7,18786.2,18786.2,18492.7,9.21M,-1.31%
8/11/2023,18492.7,18590.5,18639.4,18248.1,8.67M,0.00%
8/14/2023,18541.6,18541.6,18688.4,18345.9,8.09M,0.26%
8/15/2023,18541.6,18541.6,18590.5,18394.8,5.61M,0.00%
8/16/2023,18590.5,18492.7,18786.2,18394.8,9.75M,0.26%
8/17/2023,18443.7,18590.5,18590.5,18443.7,7.91M,-0.79%
8/18/2023,17709.9,18394.8,18394.8,17514.2,22.01M,-3.98%
8/21/2023,17758.8,17612.1,17954.5,17465.3,9.22M,0.28%
8/22/2023,17807.8,17905.6,17905.6,17367.5,8.06M,0.28%
8/23/2023,17612.1,17905.6,17905.6,17612.1,5.80M,-1.10%
8/24/2023,17856.7,17709.9,17954.5,17612.1,6.69M,1.39%
8/25/2023,17709.9,17807.8,17807.8,17709.9,4.77M,-0.82%
8/28/2023,17807.8,17856.7,17905.6,17661,7.01M,0.55%
8/29/2023,17856.7,17856.7,17954.5,17758.8,9.46M,0.27%
8/30/2023,18003.4,17905.6,18101.3,17856.7,6.96M,0.82%
8/31/2023,18101.3,18003.4,18150.2,18003.4,6.53M,0.54%
9/5/2023,18737.3,18199.1,18835.1,18150.2,21.47M,3.51%
9/6/2023,18835.1,18786.2,18835.1,18492.7,13.82M,0.52%
9/7/2023,18884,18835.1,19177.6,18737.3,22.26M,0.26%
9/8/2023,18688.4,18884,18933,18688.4,11.17M,-1.04%
9/11/2023,18345.9,18933,18933,18345.9,15.04M,-1.83%
9/12/2023,18835.1,18443.7,18835.1,18345.9,10.92M,2.67%
9/13/2023,18639.4,18884,18933,18492.7,13.47M,-1.04%
9/14/2023,18737.3,18688.4,18933,18590.5,14.93M,0.53%
9/15/2023,18981.9,18786.2,19275.4,18688.4,26.33M,1.31%
9/18/2023,18737.3,18981.9,18981.9,18590.5,11.79M,-1.29%
9/19/2023,18590.5,18737.3,18786.2,18492.7,11.54M,-0.78%
9/20/2023,18786.2,18639.4,18786.2,18541.6,8.91M,1.05%
9/21/2023,18541.6,18786.2,18933,18443.7,12.59M,-1.30%
9/22/2023,18297,18345.9,18394.8,17905.6,18.96M,-1.32%
9/25/2023,17709.9,18297,18345.9,17709.9,13.43M,-3.21%
9/26/2023,17856.7,17758.8,18052.4,17709.9,11.09M,0.83%
9/27/2023,18101.3,17758.8,18101.3,17758.8,8.67M,1.37%
9/28/2023,18101.3,17954.5,18150.2,17807.8,6.71M,0.00%
9/29/2023,18101.3,18101.3,18248.1,18101.3,4.15M,0.00%
10/2/2023,18199.1,18150.2,18297,18003.4,4.52M,0.54%
