Date,Price,Open,High,Low,Vol.,Change %
7/27/2022,31547,31547,31635,31059,817.23K,0.00%
7/28/2022,32390,31946,32700,31680,2.31M,2.67%
7/29/2022,33100,32567,33632,32523,4.70M,2.19%
8/1/2022,34608,33188,34608,33100,3.79M,4.56%
8/2/2022,34165,34253,34608,33898,2.20M,-1.28%
8/3/2022,34874,33676,34874,33632,2.42M,2.08%
8/4/2022,34874,34874,35185,34165,2.73M,0.00%
8/5/2022,34608,34786,34786,34165,1.16M,-0.76%
8/8/2022,34431,34608,34830,34342,1.11M,-0.51%
8/9/2022,34298,34431,34786,34253,1.77M,-0.39%
8/10/2022,34076,34165,34431,34076,1.11M,-0.65%
8/11/2022,33987,34608,34874,33898,1.96M,-0.26%
8/12/2022,34786,33987,34786,33854,1.85M,2.35%
8/15/2022,36383,34874,36516,34874,4.25M,4.59%
8/16/2022,35939,36339,36472,35939,1.11M,-1.22%
8/17/2022,35496,35939,36028,35496,1.57M,-1.23%
8/18/2022,35141,35229,35584,35141,1.67M,-1.00%
8/19/2022,34919,35096,35496,34786,1.64M,-0.63%
8/22/2022,34120,34919,34919,34031,1.99M,-2.29%
8/23/2022,35052,34031,35052,33898,1.95M,2.73%
8/24/2022,34874,35229,35318,34564,1.09M,-0.51%
8/25/2022,34874,34608,35052,34564,1.43M,0.00%
8/26/2022,34963,34874,35629,34874,2.26M,0.26%
8/29/2022,34608,34253,34874,33854,1.52M,-1.02%
8/30/2022,35318,34653,35895,34608,2.63M,2.05%
8/31/2022,35496,35318,35673,35141,1.83M,0.50%
9/5/2022,35052,35496,35540,34830,905.80K,-1.25%
9/6/2022,35540,35052,35984,35008,2.01M,1.39%
9/7/2022,33543,35407,35407,33543,3.39M,-5.62%
9/8/2022,32567,33632,34031,32478,2.47M,-2.91%
9/9/2022,32833,32567,32922,32079,1.25M,0.82%
9/12/2022,32745,32833,33277,32656,1.06M,-0.27%
9/13/2022,32656,32745,33055,32523,946.82K,-0.27%
9/14/2022,32390,31946,32390,31902,1.05M,-0.81%
9/15/2022,31724,32390,32656,31635,2.19M,-2.06%
9/16/2022,31502,31946,32124,31502,1.10M,-0.70%
9/19/2022,30349,31458,31458,30260,1.44M,-3.66%
9/20/2022,31192,30437,31280,30437,1.26M,2.78%
9/21/2022,30837,30881,31147,30837,558.27K,-1.14%
9/22/2022,31192,30659,31325,30571,1.10M,1.15%
9/23/2022,30837,31591,31591,30615,885.07K,-1.14%
9/26/2022,29639,30260,30393,28751,2.27M,-3.88%
9/27/2022,29905,29728,30216,29284,684.37K,0.90%
9/28/2022,29728,29905,30083,29594,876.62K,-0.59%
9/29/2022,29728,30171,30260,29683,1.13M,0.00%
9/30/2022,30083,29106,30083,28663,2.05M,1.19%
10/3/2022,27997,29373,29816,27997,1.77M,-6.93%
10/4/2022,27509,28396,28441,27420,1.35M,-1.74%
10/5/2022,28219,28219,28396,27775,581.59K,2.58%
10/6/2022,27509,28352,28352,27509,1.03M,-2.52%
10/7/2022,25912,27065,27154,25646,1.93M,-5.81%
10/10/2022,26622,24980,27021,24847,1.13M,2.74%
10/11/2022,25291,26622,26622,25291,1.02M,-5.00%
10/12/2022,27021,25734,27021,25468,1.66M,6.84%
10/13/2022,28796,27110,28796,27021,1.59M,6.57%
10/14/2022,29284,29284,29461,28929,1.94M,1.69%
10/17/2022,29018,29240,29240,28130,1.23M,-0.91%
10/18/2022,29106,29284,29683,29018,994.38K,0.30%
10/19/2022,29284,29106,29728,28751,848.89K,0.61%
10/20/2022,29417,28929,30171,28840,1.66M,0.45%
10/21/2022,28929,29417,29417,28485,1.87M,-1.66%
10/24/2022,26932,29240,29240,26932,1.55M,-6.90%
10/25/2022,27775,26622,28796,26001,1.65M,3.13%
10/26/2022,28130,27953,28840,27775,770.80K,1.28%
10/27/2022,30083,28219,30083,28219,2.29M,6.94%
10/28/2022,29994,30437,31014,29994,2.37M,-0.30%
10/31/2022,30659,29994,30926,29905,3.00M,2.22%
11/1/2022,30216,30704,31192,30171,1.82M,-1.44%
11/2/2022,29905,30216,30482,29772,1.49M,-1.03%
11/3/2022,29284,29417,29994,29284,1.27M,-2.08%
11/4/2022,29550,29284,29861,27997,2.68M,0.91%
11/7/2022,29550,29106,30260,29106,1.78M,0.00%
11/8/2022,30970,29284,31059,29284,3.47M,4.81%
11/9/2022,32079,31147,32656,31103,5.07M,3.58%
11/10/2022,30792,31902,31902,29861,2.82M,-4.01%
11/11/2022,31946,31946,32390,31414,2.44M,3.75%
11/14/2022,31857,31591,32745,30970,1.50M,-0.28%
